time,position,entry,exit,pnl,balance,exited
2025-01-06 14:00:00,LONG,100737.03,101744.24,38.75,18793.48,100%
2025-01-06 15:00:00,SHORT,102147.95,101678.1,36.27,18829.75,100%
2025-01-06 16:00:00,SHORT,102158.67,102181.82,5.19,18834.94,100%
2025-01-07 11:00:00,SHORT,100830.86,98661.57,53.87,18888.81,100%
2025-01-07 12:00:00,SHORT,100750.89,98661.57,56.39,18945.2,100%
2025-01-07 14:00:00,SHORT,99979.69,97921.1,55.56,19000.76,100%
2025-01-07 15:00:00,SHORT,97952.26,97491.3,24.05,19024.81,100%
2025-01-07 16:00:00,SHORT,97733.58,96769.67,38.34,19063.15,100%
2025-01-07 17:00:00,SHORT,97277.31,96793.94,24.3,19087.45,100%
2025-01-07 18:00:00,LONG,96750.86,96743.03,4.98,19092.42,100%
2025-01-07 19:00:00,LONG,96451.98,96438.12,4.81,19097.24,100%
2025-01-07 20:00:00,LONG,96533.35,96492.43,3.77,19101.01,100%
2025-01-07 21:00:00,LONG,96501.22,96492.43,4.71,19105.71,100%
2025-01-07 23:00:00,SHORT,96954.61,96025.65,39.0,19144.71,100%
2025-01-08 00:00:00,SHORT,97268.49,97268.49,5.52,19150.23,100%
2025-01-08 01:00:00,SHORT,96907.15,95939.92,39.0,19189.22,100%
2025-01-08 02:00:00,SHORT,96878.14,95939.92,38.45,19227.67,100%
2025-01-08 03:00:00,SHORT,96525.2,96072.63,25.77,19253.44,100%
2025-01-08 04:00:00,SHORT,96274.81,95830.0,23.55,19276.98,100%
2025-01-08 05:00:00,SHORT,96492.01,96025.65,25.46,19302.44,100%
2025-01-08 06:00:00,LONG,95284.31,95689.61,33.27,19335.71,100%
2025-01-08 07:00:00,SHORT,95657.09,95209.81,26.72,19362.43,100%
2025-01-08 08:00:00,SHORT,95945.99,95970.65,4.43,19366.86,100%
2025-01-08 09:00:00,SHORT,95432.82,95536.12,2.02,19368.88,100%
2025-01-08 10:00:00,SHORT,95961.02,95970.65,4.61,19373.49,100%
2025-01-08 11:00:00,LONG,95134.92,94923.99,2.49,19375.97,100%
2025-01-08 12:00:00,LONG,94888.01,94877.0,4.54,19380.51,100%
2025-01-08 13:00:00,LONG,95384.0,95251.23,2.5,19383.01,100%
2025-01-08 14:00:00,LONG,95288.01,95251.23,4.22,19387.23,100%
2025-01-08 15:00:00,LONG,95493.77,95410.97,2.9,19390.13,100%
2025-01-08 16:00:00,LONG,94787.87,94757.63,4.68,19394.81,100%
2025-01-08 17:00:00,LONG,94030.82,93987.35,6.06,19400.88,100%
2025-01-08 18:00:00,LONG,94242.61,94212.42,4.08,19404.95,100%
2025-01-08 19:00:00,LONG,94243.89,94230.76,5.65,19410.6,100%
2025-01-08 20:00:00,LONG,93980.0,93896.0,13.46,19424.06,100%
2025-01-08 21:00:00,LONG,94468.97,93896.0,-12.78,19411.29,100%
2025-01-08 22:00:00,SHORT,95290.93,95290.93,8.05,19419.34,100%
2025-01-08 23:00:00,SHORT,95060.61,94651.51,30.15,19449.49,100%
2025-01-09 00:00:00,SHORT,95135.3,94257.24,42.32,19491.8,100%
2025-01-09 01:00:00,SHORT,94983.82,94536.23,31.35,19523.15,100%
2025-01-09 02:00:00,LONG,94776.99,94725.59,3.35,19526.51,100%
2025-01-09 03:00:00,SHORT,94027.9,93571.94,24.66,19551.17,100%
2025-01-09 04:00:00,SHORT,94424.24,94459.98,4.02,19555.18,100%
2025-01-09 06:00:00,SHORT,94095.03,93646.0,24.72,19579.9,100%
2025-01-09 07:00:00,LONG,93221.59,93600.04,27.02,19606.92,100%
