time,position,entry,exit,pnl,balance,exited
2024-11-25 14:00:00,SHORT,97547.98,95385.49,1280.92,481006.76,100%
2024-11-25 14:15:00,SHORT,97244.0,95288.03,1348.42,482355.18,100%
2024-11-25 14:30:00,SHORT,96595.06,95672.02,1056.16,483411.34,100%
2024-11-25 14:45:00,LONG,95385.49,95385.49,515.22,483926.56,100%
2024-11-25 15:00:00,LONG,95252.49,95073.68,-3.17,483923.39,100%
2024-11-25 15:15:00,LONG,96109.61,96546.19,593.29,484516.68,100%
2024-11-25 15:30:00,SHORT,96140.0,96220.01,61.01,484577.69,100%
2024-11-25 15:45:00,LONG,96000.56,96000.56,122.83,484700.52,100%
2024-11-25 16:00:00,SHORT,96147.97,95669.35,655.89,485356.42,100%
2024-11-25 16:15:00,SHORT,96095.99,95669.35,604.63,485961.05,100%
2024-11-25 16:30:00,SHORT,95863.99,95422.65,614.25,486575.3,100%
2024-11-25 16:45:00,SHORT,95912.0,95490.35,585.26,487160.56,100%
2024-11-25 17:00:00,LONG,95052.0,95052.0,191.72,487352.28,100%
2024-11-25 17:15:00,LONG,95075.92,95073.1,124.37,487476.65,100%
2024-11-25 17:30:00,LONG,94952.0,94952.0,138.19,487614.84,100%
2024-11-25 17:45:00,SHORT,95238.09,95262.35,133.76,487748.6,100%
2024-11-25 18:00:00,SHORT,95669.35,95669.35,141.05,487889.66,100%
2024-11-25 18:15:00,LONG,95458.45,95439.98,116.01,488005.67,100%
2024-11-25 18:30:00,SHORT,95004.01,95084.52,71.17,488076.84,100%
2024-11-25 18:45:00,SHORT,95139.99,95146.63,122.42,488199.26,100%
2024-11-25 19:00:00,SHORT,95184.84,95262.35,79.38,488278.64,100%
2024-11-25 19:15:00,LONG,95084.52,95528.0,619.8,488898.44,100%
2024-11-25 19:30:00,LONG,95072.0,95528.0,633.55,489531.99,100%
2024-11-25 19:45:00,LONG,94669.48,94575.34,49.37,489581.36,100%
2024-11-25 20:00:00,SHORT,94981.51,94981.51,122.86,489704.22,100%
2024-11-25 20:15:00,SHORT,95015.87,94099.99,1003.81,490708.03,100%
2024-11-25 20:30:00,SHORT,94829.34,92851.01,1290.35,491998.38,100%
2024-11-25 20:45:00,LONG,94955.89,96903.59,1280.47,493278.85,100%
2024-11-25 21:00:00,LONG,94924.01,96844.38,1267.71,494546.56,100%
2024-11-25 21:15:00,LONG,94873.02,95340.01,631.76,495178.32,100%
2024-11-25 21:30:00,LONG,94020.0,94020.0,198.03,495376.35,100%
2024-11-25 21:45:00,LONG,93747.8,93689.8,78.79,495455.13,100%
2024-11-25 22:00:00,LONG,94116.23,94112.01,150.32,495605.46,100%
2024-11-25 22:15:00,LONG,93384.02,93850.58,651.43,496256.89,100%
2024-11-25 22:30:00,LONG,93273.36,93716.01,644.73,496901.63,100%
2024-11-25 22:45:00,LONG,94404.49,94401.26,124.68,497026.31,100%
2024-11-25 23:00:00,LONG,94270.51,94234.59,108.01,497134.32,100%
2024-11-25 23:15:00,LONG,93663.6,94121.06,681.81,497816.13,100%
2024-11-25 23:30:00,LONG,93207.28,94121.06,1060.1,498876.23,100%
2024-11-25 23:45:00,LONG,93010.01,94887.94,1353.95,500230.18,100%
2024-11-26 00:00:00,LONG,93384.01,93836.5,635.26,500865.44,100%
2024-11-26 00:15:00,LONG,94244.02,94234.59,123.75,500989.19,100%
2024-11-26 00:30:00,LONG,94277.32,94234.59,101.63,501090.81,100%
2024-11-26 00:45:00,LONG,93836.5,93836.5,135.5,501226.31,100%
2024-11-26 01:00:00,LONG,94023.97,94450.01,615.71,501842.02,100%
2024-11-26 01:15:00,LONG,94333.35,94291.99,94.32,501936.34,100%
2024-11-26 01:30:00,LONG,94473.22,94450.01,114.09,502050.44,100%
2024-11-26 01:45:00,SHORT,94857.15,94880.96,130.66,502181.09,100%
2024-11-26 02:00:00,SHORT,94618.7,94650.0,107.14,502288.23,100%
2024-11-26 02:15:00,SHORT,94519.11,92522.73,1293.5,503581.73,100%
2024-11-26 02:30:00,SHORT,94690.47,94709.92,135.9,503717.63,100%
2024-11-26 02:45:00,LONG,94587.98,95528.0,1103.44,504821.07,100%
2024-11-26 03:00:00,LONG,94450.43,94450.01,139.14,504960.21,100%
